transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp	Gibtum	Litlit	Litobt	Litrud	Litsax	Monlin	Nasinc	Naspyg	Nasret	Oceeri	Patsp	Rispar	Thalap	sp	haut	larg	peri	pred	coul	text	epizo	masse
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Litlit	11.7	9	4.4	non	sombre	lisse	non	0.64
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Litlit	12.1	8.7	4.3	oui	sombre	lisse	oui	0.78
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Litlit	11.2	8.9	3.7	oui	sombre	lisse	non	0.54
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Litlit	11.8	9.9	3.3	non	clair	lisse	non	0.70
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Litlit	11.4	8.5	4	oui	sombre	lisse	non	0.54
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Monlin	11	16.2	6.9	oui	clair	lisse	oui	1.80
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Monlin	11	16.2	6.4	oui	clair	lisse	oui	1.72
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Monlin	10.7	16.3	6.6	oui	sombre	lisse	oui	1.62
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Monlin	8.6	7.9	NA	non	sombre	lisse	oui	1.12
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Monlin	10.4	15.9	6.3	non	sombre	lisse	oui	1.76
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Gibsp.	6.6	11.7	4.8	non	sombre	lisse	non	0.62
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Gibsp.	8.1	12.1	4.5	oui	sombre	lisse	oui	0.72
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Gibsp.	4.6	9.1	3.5	non	sombre	lisse	oui	0.22
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Gibsp.	7.1	11.5	4.4	oui	sombre	lisse	oui	0.58
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.22	100	10	10	15	5	5	15	NA	NA	0	0	14	0	8	0	0	0	12	0	0	0	0	1	0	1	Gibsp.	6.3	10.9	5.4	non	sombre	lisse	non	0.50
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.24	100	15	2	95	1	0	0	NA	NA	0	0	12	0	2	0	0	0	5	0	0	0	0	0	0	0	Monlin	10.4	16.9	6.7	oui	sombre	lisse	oui	1.88
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.24	100	15	2	95	1	0	0	NA	NA	0	0	12	0	2	0	0	0	5	0	0	0	0	0	0	0	Monlin	9.6	14.7	5.8	non	sombre	lisse	non	1.16
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.24	100	15	2	95	1	0	0	NA	NA	0	0	12	0	2	0	0	0	5	0	0	0	0	0	0	0	Monlin	12.1	17.4	7.1	oui	sombre	lisse	non	2.76
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.24	100	15	2	95	1	0	0	NA	NA	0	0	12	0	2	0	0	0	5	0	0	0	0	0	0	0	Litlit	12.9	10.4	4.6	non	sombre	lisse	oui	0.80
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.24	100	15	2	95	1	0	0	NA	NA	0	0	12	0	2	0	0	0	5	0	0	0	0	0	0	0	Litlit	12.7	10.4	4.4	non	sombre	lisse	non	0.82
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.24	100	15	2	95	1	0	0	NA	NA	0	0	12	0	2	0	0	0	5	0	0	0	0	0	0	0	Litlit	7.9	11	4	oui	sombre	lisse	non	0.86
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.24	100	15	2	95	1	0	0	NA	NA	0	0	12	0	2	0	0	0	5	0	0	0	0	0	0	0	Litlit	10.6	13.7	3.7	oui	sombre	lisse	non	0.50
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.24	100	15	2	95	1	0	0	NA	NA	0	0	12	0	2	0	0	0	5	0	0	0	0	0	0	0	Litlit	15.1	11.3	4.7	oui	sombre	lisse	non	1.26
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.24	100	15	2	95	1	0	0	NA	NA	0	0	12	0	2	0	0	0	5	0	0	0	0	0	0	0	Gibsp.	8.5	13.1	5.2	non	sombre	lisse	oui	0.98
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.24	100	15	2	95	1	0	0	NA	NA	0	0	12	0	2	0	0	0	5	0	0	0	0	0	0	0	Gibsp.	8.1	12.9	5	non	sombre	lisse	oui	0.84
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.24	100	15	2	95	1	0	0	NA	NA	0	0	12	0	2	0	0	0	5	0	0	0	0	0	0	0	Gibsp.	8.2	11.5	4.2	non	sombre	lisse	non	0.64
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.24	100	15	2	95	1	0	0	NA	NA	0	0	12	0	2	0	0	0	5	0	0	0	0	0	0	0	Gibsp.	7.4	12	4.4	non	sombre	lisse	non	0.74
a20	audrey.fabarez	20septembre2017	97	a	20	65	2.6	0.24	100	15	2	95	1	0	0	NA	NA	0	0	12	0	2	0	0	0	5	0	0	0	0	0	0	0	Gibsp.	4.3	9.3	3.2	oui	sombre	lisse	non	0.22
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Litlit	16	12.6	5.3	non	sombre	lisse	oui	1.34
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Litlit	15.2	12.2	5.1	non	sombre	lisse	oui	1.08
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Litlit	14.7	12.3	5.3	oui	sombre	lisse	oui	1.18
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Thalap	21.1	12.2	4.9	non	clair	lisse	oui	1.50
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Thalap	22.7	14.9	4.9	non	clair	lisse	oui	1.88
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Thalap	22.1	14.1	4.3	non	rayures	lisse	oui	2.06
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Monlin	10	16	6.6	oui	sombre	lisse	oui	1.48
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Monlin	11.5	16	6	oui	sombre	lisse	oui	1.84
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Monlin	8.9	14.2	5.4	non	sombre	lisse	non	1.48
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Monlin	8.1	13.9	6	non	sombre	lisse	non	0.94
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Monlin	12	18.7	6.9	non	sombre	lisse	oui	2.40
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Gibsp.	8.3	12.1	4.8	oui	sombre	lisse	oui	0.78
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Gibsp.	3.8	7.8	3.3	non	sombre	lisse	non	0.14
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Gibsp.	7.2	12.5	4.3	non	sombre	lisse	non	0.72
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Gibsp.	7.9	12.8	4.1	non	sombre	lisse	oui	0.90
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	25	0	80	10	0	10	NA	NA	0	0	9	0	1	0	0	0	7	0	0	0	0	1	0	1	Gibsp.	6.4	11.2	4	non	sombre	lisse	non	0,6
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	5	5	10	90	70	100	0.20	0.5	0	0	45	0	3	0	0	0	0	0	0	0	0	1	0	1	Gibsp.	7.7	12.3	4.9	non	sombre	lisse	non	0.80
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	5	5	10	90	70	100	0.20	0.5	0	0	45	0	3	0	0	0	0	0	0	0	0	1	0	1	Gibsp.	8	12.2	4.5	non	sombre	lisse	oui	0.84
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	5	5	10	90	70	100	0.20	0.5	0	0	45	0	3	0	0	0	0	0	0	0	0	1	0	1	Gibsp.	7	11.7	4.6	oui	sombre	lisse	non	0.66
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	5	5	10	90	70	100	0.20	0.5	0	0	45	0	3	0	0	0	0	0	0	0	0	1	0	1	Gibsp.	8.2	11.9	4.6	non	sombre	lisse	non	0.76
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	5	5	10	90	70	100	0.20	0.5	0	0	45	0	3	0	0	0	0	0	0	0	0	1	0	1	Gibsp.	8.5	13.4	5	oui	sombre	lisse	non	1.02
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	5	5	10	90	70	100	0.20	0.5	0	0	45	0	3	0	0	0	0	0	0	0	0	1	0	1	Litlit	15.9	11	5.5	oui	sombre	lisse	oui	1.54
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	5	5	10	90	70	100	0.20	0.5	0	0	45	0	3	0	0	0	0	0	0	0	0	1	0	1	Litlit	15.1	12.9	5.4	oui	sombre	lisse	non	1.40
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	5	5	10	90	70	100	0.20	0.5	0	0	45	0	3	0	0	0	0	0	0	0	0	1	0	1	Litlit	9.6	8.4	2.7	oui	sombre	lisse	non	0.32
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	5	5	10	90	70	100	0.20	0.5	0	0	45	0	3	0	0	0	0	0	0	0	0	1	0	1	Thalap	20.9	12.3	4.4	non	clair	lisse	oui	1.50
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	35	0	60	0	0	0	NA	NA	0	0	6	0	3	0	0	0	15	0	0	0	0	3	0	3	Monlin	12.5	17.2	6.5	non	sombre	lisse	oui	2.46
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	35	0	60	0	0	0	NA	NA	0	0	6	0	3	0	0	0	15	0	0	0	0	3	0	3	Monlin	12.4	17.6	6.6	non	sombre	lisse	non	2.54
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	35	0	60	0	0	0	NA	NA	0	0	6	0	3	0	0	0	15	0	0	0	0	3	0	3	Monlin	12.1	17.1	6.2	non	sombre	lisse	oui	2.44
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	35	0	60	0	0	0	NA	NA	0	0	6	0	3	0	0	0	15	0	0	0	0	3	0	3	Monlin	11.4	16.2	6.8	oui	sombre	lisse	oui	2.10
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	35	0	60	0	0	0	NA	NA	0	0	6	0	3	0	0	0	15	0	0	0	0	3	0	3	Monlin	12.1	21	6.7	oui	sombre	lisse	oui	2.94
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	35	0	60	0	0	0	NA	NA	0	0	6	0	3	0	0	0	15	0	0	0	0	3	0	3	Thalap	13.7	8.2	3.1	oui	clair	lisse	non	0.50
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	35	0	60	0	0	0	NA	NA	0	0	6	0	3	0	0	0	15	0	0	0	0	3	0	3	Litlit	7.5	6.5	4.7	oui	sombre	lisse	non	1.06
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	35	0	60	0	0	0	NA	NA	0	0	6	0	3	0	0	0	15	0	0	0	0	3	0	3	Gibsp.	8.4	12.7	2.1	non	sombre	lisse	non	0.12
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	35	0	60	0	0	0	NA	NA	0	0	6	0	3	0	0	0	15	0	0	0	0	3	0	3	Gibsp.	9	13.2	4.9	non	sombre	lisse	oui	1.08
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	35	0	60	0	0	0	NA	NA	0	0	6	0	3	0	0	0	15	0	0	0	0	3	0	3	Gibsp.	7.6	12.6	5	non	sombre	lisse	non	0.84
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	35	0	60	0	0	0	NA	NA	0	0	6	0	3	0	0	0	15	0	0	0	0	3	0	3	Gibsp.	7.8	12.2	4.5	non	sombre	lisse	oui	0.74
a20	audrey.fabarez	20septembre2017	97	a	20	60	3.3	0.20	100	35	0	60	0	0	0	NA	NA	0	0	6	0	3	0	0	0	15	0	0	0	0	3	0	3	Gibsp.	7.3	12.3	4.5	non	sombre	lisse	non	0.72
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Thalap	21.9	13.3	4.5	non	clair	lisse	oui	2.02
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Thalap	21.6	13.5	3.9	non	clair	lisse	oui	1.86
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Thalap	24.2	15.3	4.8	non	clair	lisse	oui	3.10
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Thalap	8.5	4.8	2.1	non	clair	rugueux	oui	0.10
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Gibsp.	8.2	12.8	4.5	non	sombre	lisse	non	0.86
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Gibsp.	8.9	13.8	4.8	oui	sombre	lisse	oui	1.14
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Gibsp.	8.3	13.4	5	non	sombre	lisse	oui	0.96
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Gibsp.	6.5	10.9	4.4	oui	sombre	lisse	non	0.50
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Gibsp.	7.8	12.4	4.6	non	sombre	lisse	non	0.78
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Monlin	13.4	20	7.9	non	clair	lisse	oui	2.86
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Monlin	11.2	15.9	6.3	non	clair	lisse	oui	1.78
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Monlin	11.2	15.9	6.1	non	clair	lisse	oui	1.74
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Monlin	11.5	16.5	6.4	non	sombre	lisse	oui	2.20
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Monlin	12.2	19.7	6.7	non	sombre	lisse	oui	2.72
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Litlit	15.6	12.2	5.3	non	sombre	lisse	oui	1.44
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Litlit	15.6	12.1	5.7	oui	sombre	lisse	non	1.54
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Litlit	13.7	11.8	4.8	non	sombre	lisse	non	1.06
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Litlit	17.3	9.4	4.9	non	sombre	lisse	oui	2.00
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.29	100	5	10	90	20	0	0	NA	NA	0	0	21	0	8	0	0	0	7	0	0	0	0	4	0	4	Litlit	15.8	11.6	5.8	oui	sombre	lisse	oui	1.40
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.20	100	5	0	60	80	40	90	0.29	0.5	0	0	61	0	1	0	0	0	0	0	0	0	0	7	0	7	Gibsp.	9.1	13.4	5.5	non	sombre	lisse	non	1.10
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.20	100	5	0	60	80	40	90	0.29	0.5	0	0	61	0	1	0	0	0	0	0	0	0	0	7	0	7	Gibsp.	7.4	8.1	4.9	oui	sombre	lisse	oui	0.90
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.20	100	5	0	60	80	40	90	0.29	0.5	0	0	61	0	1	0	0	0	0	0	0	0	0	7	0	7	Gibsp.	8.7	13.4	5	non	sombre	lisse	oui	1.08
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.20	100	5	0	60	80	40	90	0.29	0.5	0	0	61	0	1	0	0	0	0	0	0	0	0	7	0	7	Gibsp.	8.8	12.9	4.7	non	sombre	lisse	oui	0.96
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.20	100	5	0	60	80	40	90	0.29	0.5	0	0	61	0	1	0	0	0	0	0	0	0	0	7	0	7	Gibsp.	7.4	12.3	4	non	sombre	lisse	non	0.78
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.20	100	5	0	60	80	40	90	0.29	0.5	0	0	61	0	1	0	0	0	0	0	0	0	0	7	0	7	Litlit	15.8	12	5	oui	sombre	lisse	oui	1.34
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.20	100	5	0	60	80	40	90	0.29	0.5	0	0	61	0	1	0	0	0	0	0	0	0	0	7	0	7	Thalap	22	13.8	4.2	non	clair	lisse	non	2.14
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.20	100	5	0	60	80	40	90	0.29	0.5	0	0	61	0	1	0	0	0	0	0	0	0	0	7	0	7	Thalap	14.5	9.7	2.7	non	clair	lisse	oui	0.60
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.20	100	5	0	60	80	40	90	0.29	0.5	0	0	61	0	1	0	0	0	0	0	0	0	0	7	0	7	Thalap	23.1	13.9	4	non	clair	lisse	oui	2.58
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.20	100	5	0	60	80	40	90	0.29	0.5	0	0	61	0	1	0	0	0	0	0	0	0	0	7	0	7	Thalap	23.9	15.5	5	non	rayures	lisse	oui	2.62
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.20	100	5	0	60	80	40	90	0.29	0.5	0	0	61	0	1	0	0	0	0	0	0	0	0	7	0	7	Thalap	20.8	13	2.9	non	clair	lisse	oui	2.08
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.22	100	5	10	100	1	0	0	NA	NA	0	0	19	0	1	0	0	0	2	0	0	0	0	4	0	4	Thalap	21.5	11.8	4.1	non	rayures	lisse	oui	1.74
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.22	100	5	10	100	1	0	0	NA	NA	0	0	19	0	1	0	0	0	2	0	0	0	0	4	0	4	Thalap	16.5	10.2	3.9	non	clair	lisse	oui	0.64
a20	audrey.fabarez	20septembre2017	97	a	20	55	3.0	0.22	100	5	10	100	1	0	0	NA	NA	0	0	19	0	1	0	0	0	2	0	0	0	0	4	0	4	Thalap	23.7	15.4	4.9	oui	clair	lisse	oui	2.30
