transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp..	Gibtum	Litlit	Litobt	Litrud	Litsax	Monlin	Nasinc	Naspyg	Nasret	Oceeri	Patsp.	Rispar	Thalap	sp	haut	larg	peri	pred	coul	text	epizo	masse
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	80	1	60	50	15	15	20	NA	NA	0	0	24	0	9	0	0	0	0	0	0	0	0	8	0	2	Litlit	10.8	8.6	4.4	non	sombre	lisse	NA	0.56
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	80	1	60	50	15	15	20	NA	NA	0	0	24	0	9	0	0	0	0	0	0	0	0	8	0	2	Thalap	24.5	14	5	non	sombre	rugueux	NA	2.4
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	80	1	60	50	15	15	20	NA	NA	0	0	24	0	9	0	0	0	0	0	0	0	0	8	0	2	Thalap	22.1	13.8	4	non	sombre	rugueux	NA	2.2
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	12.9	11.7	5.4	non	sombre	lisse	NA	0.91
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	12.1	10.4	5.2	non	sombre	lisse	NA	0.65
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	12.6	11.2	5.6	non	sombre	lisse	NA	0.95
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	10.4	9.8	4.5	non	sombre	lisse	NA	0.48
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.6	8.8	4.1	non	sombre	lisse	NA	0.32
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	10.6	9.6	5.4	non	sombre	lisse	NA	0.46
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	10.2	9.3	5.6	non	sombre	lisse	NA	0.46
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	10.2	9.1	5.3	non	sombre	lisse	NA	0.41
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.1	8.4	3.8	oui	sombre	lisse	NA	0.29
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9	8.1	3.7	non	sombre	lisse	NA	0.24
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Litlit	9.2	6.3	4.5	non	sombre	lisse	NA	1.08
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Litlit	12.6	7.3	7.5	non	sombre	lisse	NA	0.59
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Litlit	8.7	6.5	6.4	non	sombre	lisse	NA	0.87
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Litlit	11.5	8.7	6.8	oui	sombre	lisse	NA	1.17
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Litlit	12.2	8.7	7.2	non	sombre	lisse	NA	0.7
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Litlit	10.1	6.5	5.7	non	sombre	lisse	NA	0.37
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Litlit	8.5	5.1	4.1	non	sombre	lisse	NA	0.23
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Litlit	6.6	5.1	4	non	sombre	lisse	NA	0.18
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Litlit	7.3	5	3.5	non	sombre	lisse	NA	0.42
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Thalap	22	19.81	4.11	non	sombre	rugueux	NA	2.8
b50	eloise.couthouis	21septembre2017	99	b	50	55	2.1	0.55	60	1	30	60	10	0	100	NA	NA	0	3	32	0	6	0	0	0	0	0	0	0	0	0	0	0	Thalap	25.1	15	4.11	non	sombre	rugueux	NA	3
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	100	0	20	90	0	0	0	NA	NA	0	0	23	0	0	0	0	0	0	0	0	0	0	14	0	0	Gibsp.	9.7	12.1	3.9	non	sombre	lisse	oui	0.78
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	100	0	20	90	0	0	0	NA	NA	0	0	23	0	0	0	0	0	0	0	0	0	0	14	0	0	Gibsp.	9.3	11.9	3.9	non	sombre	lisse	non	0.82
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	100	0	20	90	0	0	0	NA	NA	0	0	23	0	0	0	0	0	0	0	0	0	0	14	0	0	Gibsp.	11.2	13.7	3.7	non	sombre	lisse	non	1.18
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	100	0	20	90	0	0	0	NA	NA	0	0	23	0	0	0	0	0	0	0	0	0	0	14	0	0	Gibsp.	10.5	12.5	3.8	non	sombre	lisse	non	0.9
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	100	0	20	90	0	0	0	NA	NA	0	0	23	0	0	0	0	0	0	0	0	0	0	14	0	0	Gibsp.	10.3	13	3.8	non	sombre	lisse	oui	1
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Gibsp.	7.4	11.9	3.5	non	sombre	lisse	non	0.7
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Gibsp.	7.3	11.8	3.8	non	sombre	lisse	non	0.7
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Gibsp.	7.7	11.2	3.9	non	sombre	lisse	oui	0.6
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Gibsp.	7.3	11.5	3.6	non	sombre	lisse	non	0.7
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Gibsp.	7.4	11.4	4	non	sombre	lisse	non	0.4
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Thalap	23	14.1	3.7	non	sombre	lisse	oui	2.4
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Thalap	21.7	13.4	3.2	non	sombre	lisse	oui	2.2
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Thalap	19.4	11.9	3.2	non	clair	rugueux	oui	1.5
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Thalap	13.1	7	2.1	non	clair	rugueux	oui	0.3
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Thalap	11.6	7	2	non	clair	rugueux	non	0.3
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Litlit	11.3	9.1	3	non	sombre	lisse	non	0.5
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Litlit	9.4	6.7	2.4	non	sombre	lisse	non	0.31
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Litlit	12	10	3.1	non	sombre	lisse	non	0.59
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.5	60	0	5	30	10	0	0	NA	NA	0	0	10	0	3	0	0	1	0	0	0	0	0	23	0	5	Litlit	10	7.3	2.1	non	sombre	lisse	non	0.38
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.75	100	0	50	70	50	10	0	NA	NA	0	0	19	0	0	0	0	0	0	0	0	0	0	8	0	0	Gibsp.	11.5	8.5	4.7	non	sombre	lisse	non	0.9891
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.75	100	0	50	70	50	10	0	NA	NA	0	0	19	0	0	0	0	0	0	0	0	0	0	8	0	0	Gibsp.	10.2	6.7	4.3	non	sombre	lisse	non	0.7433
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.75	100	0	50	70	50	10	0	NA	NA	0	0	19	0	0	0	0	0	0	0	0	0	0	8	0	0	Gibsp.	10.4	7.4	4.3	non	sombre	lisse	non	0.6908
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.75	100	0	50	70	50	10	0	NA	NA	0	0	19	0	0	0	0	0	0	0	0	0	0	8	0	0	Gibsp.	9.6	7.7	3.6	non	sombre	lisse	oui	0.7
b50	eloise.couthouis	21septembre2017	99	b	50	50	2	0.75	100	0	50	70	50	10	0	NA	NA	0	0	19	0	0	0	0	0	0	0	0	0	0	8	0	0	Gibsp.	10	6.6	4	non	sombre	lisse	non	0.734
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.5	0	0	0	5	0	0	100	NA	0.5	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	5	9.8	3.7	non	sombre	lisse	non	0.34
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.5	0	0	0	5	0	0	100	NA	0.5	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	5	9.1	3.4	non	sombre	lisse	non	0.29
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.5	0	0	0	5	0	0	100	NA	0.5	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	6.3	12	3.7	non	sombre	lisse	non	0.65
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.5	0	0	0	5	0	0	100	NA	0.5	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	5.5	10.4	3.6	non	sombre	lisse	non	0.43
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.5	0	0	0	5	0	0	100	NA	0.5	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	4.2	8.7	2.5	non	sombre	lisse	non	0.21
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.5	0	0	0	5	0	0	100	NA	0.5	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	1	Litlit	10.3	8.4	4	non	sombre	rugueux	non	0.56
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.5	0	0	0	5	0	0	100	NA	0.5	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	1	Thalap	14.4	7.4	3	non	rayures	rugueux	oui	0.52
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Thalap	15.4	9.1	3.14	non	clair	lisse	non	0.6644
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Thalap	24.3	1.8	8.2	non	sombre	lisse	oui	3.0148
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Thalap	18.5	11.3	2.6	non	clair	lisse	non	1.5087
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Thalap	21.2	12.6	4.8	non	sombre	rugueux	oui	2.4635
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Thalap	25.8	15	3.4	non	clair	rugueux	non	3.3091
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Thalap	23.3	13.3	3.8	non	clair	lisse	non	2.541
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Thalap	21.6	14.9	3.8	non	clair	rugueux	non	2.2325
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Thalap	21.2	12.6	3.2	non	sombre	lisse	oui	1.7367
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Thalap	19.1	13	3.5	non	clair	rugueux	oui	1.8103
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Thalap	19.2	10.2	3.6	non	clair	rugueux	non	1.2839
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Thalap	12.9	8	2.8	non	clair	rugueux	non	0.3963
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Thalap	12.4	7.1	2.6	non	rayures	rugueux	non	0.3817
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Thalap	11.4	6.5	2.3	non	rayures	rugueux	non	0.199
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Litlit	10.1	12.4	6.9	oui	sombre	lisse	oui	1.6212
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Litlit	14.5	11.7	4.9	oui	sombre	rugueux	non	1.28
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Litlit	11.9	10.4	4.2	oui	sombre	rugueux	non	0.7395
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Litlit	11.6	7.9	4	oui	sombre	rugueux	non	0.4676
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Litlit	8.6	9.9	5.5	non	sombre	rugueux	non	1.0745
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Litlit	7.1	8.8	4.9	oui	sombre	rugueux	non	0.6653
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Litlit	6.5	8.9	5.9	oui	sombre	rugueux	non	0.4667
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Gibcin	5.3	8.5	3.2	non	sombre	rugueux	non	0.2904
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Litlit	8.8	10.9	6.1	non	clair	rugueux	oui	1.16
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Gibsp.	7.2	10.7	5.1	oui	clair	lisse	non	0.7516
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Gibsp.	5.4	8.1	4	non	clair	rugueux	non	0.3615
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Gibsp.	9.8	13.6	4.3	oui	sombre	rugueux	non	1.1461
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Gibsp.	6.5	11	3.3	oui	sombre	rugueux	non	0.4698
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Gibsp.	8.2	12.5	4.4	oui	sombre	rugueux	non	0.8776
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Gibsp.	7.2	10.3	4	oui	clair	lisse	non	0.6345
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Gibsp.	6.8	10.5	4.9	non	clair	rugueux	non	0.6604
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Gibsp.	7.7	11.3	4.1	oui	clair	rugueux	oui	0.7154
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Gibsp.	8.7	13	4.6	oui	clair	rugueux	non	0.9904
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	1	100	0	10	70	0	5	0	NA	NA	0	1	43	0	12	0	0	0	0	0	0	0	0	4	0	19	Gibsp.	6.5	10.5	4.6	oui	clair	rugueux	non	0.586
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Gibsp.	7.3	12.2	4	non	rayures	lisse	oui	0.7892
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Gibsp.	7.1	11.6	4.8	oui	sombre	lisse	non	0.7197
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Gibsp.	9	12.8	5.9	oui	sombre	rugueux	non	1.1048
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Gibsp.	6.5	10	2.6	non	sombre	lisse	non	0.4911
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Litlit	11.2	12.7	5	non	sombre	lisse	oui	1.4171
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Gibcin	5.9	8.6	3.3	non	sombre	rugueux	non	0.3545
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Gibcin	4.6	7.9	2.6	non	sombre	rugueux	non	0.1717
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Gibsp.	6.8	10.3	3.6	non	sombre	lisse	non	0.3108
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Gibsp.	5.2	10.6	5	non	sombre	 lisse	non	0.4129
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Gibsp.	7.5	11.4	4	non	sombre	lisse	non	0.6081
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Gibsp.	6.4	11.4	4.6	oui	sombre	lisse	oui	0.6231
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Gibsp.	5	9	3	non	rayures	lisse	non	0.3579
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Litlit	7.5	11.6	4	non	sombre	lisse	non	0.7548
b50	eloise.couthouis	21septembre2017	99	b	50	45	1.86	0.7	50	0	0	30	0	0	50	NA	NA	0	4	23	0	4	0	0	0	0	0	0	0	0	2	0	0	Litlit	7.7	11	4.1	non	sombre	lisse	non	0.5517
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.5	15	0	2	15	15	0	10	NA	NA	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	13.5	9.5	3.9	oui	sombre	lisse	NA	1.04
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.5	15	0	2	15	15	0	10	NA	NA	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	11	6.3	3.5	non	sombre	lisse	NA	0.5
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.5	15	0	2	15	15	0	10	NA	NA	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	11	7.6	5	non	sombre	lisse	NA	0.78
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.5	15	0	2	15	15	0	10	NA	NA	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	12.5	9	3.9	non	sombre	lisse	NA	1.1
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.5	15	0	2	15	15	0	10	NA	NA	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.65	4.9	3	non	sombre	lisse	NA	0.2
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.5	15	0	2	15	15	0	10	NA	NA	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8	4.5	2.8	non	sombre	lisse	NA	0.21
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.5	15	0	2	15	15	0	10	NA	NA	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	11.2	7.1	4.5	non	sombre	lisse	NA	0.65
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.5	15	0	2	15	15	0	10	NA	NA	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	11.5	7.3	3.9	non	sombre	lisse	NA	0.71
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.5	15	0	2	15	15	0	10	NA	NA	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	11.7	8	3.5	non	sombre	lisse	NA	0.59
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.5	15	0	2	15	15	0	10	NA	NA	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	Litlit	15	12.8	5.7	non	sombre	lisse	NA	1.37
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.7	100	0	40	80	20	0	1	NA	NA	0	0	16	0	2	0	0	0	0	0	0	0	0	8	0	1	Gibsp.	6.6	10.6	4.4	non	sombre	rugueux	non	0.6466
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.7	100	0	40	80	20	0	1	NA	NA	0	0	16	0	2	0	0	0	0	0	0	0	0	8	0	1	Gibsp.	8	11.5	4.9	non	sombre	rugueux	non	0.9508
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.7	100	0	40	80	20	0	1	NA	NA	0	0	16	0	2	0	0	0	0	0	0	0	0	8	0	1	Gibsp.	6.7	12.5	4.1	oui	clair	rugueux	non	0.6878
