transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret 	Gibcin 	Gibsp.	Gibtum 	Litlit 	Litobt 	Litrud 	Litsax 	Monlin 	Nasinc  	Naspyg	Nasret 	Oceeri 	Patsp	Rispar 	Thalap 	sp	haut	larg	peri	pred	coul	text	Epizoaires	masse
b0	julien.curassier	20septembre2017	97	b	0	70	0.9	0.21	80	0	60	80	5	0	0	0.50	10.0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	8.20	11.40	4.10	0	clair	lisse	1	0.82
b0	julien.curassier	20septembre2017	97	b	0	70	0.9	0.21	80	0	60	80	5	0	0	0.50	10.0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	6.90	11.80	3.50	0	sombre	lisse	0	0.44
b0	julien.curassier	20septembre2017	97	b	0	70	0.9	0.21	80	0	60	80	5	0	0	0.50	10.0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	9.00	12.70	3.70	1	clair	lisse	1	0.92
b0	julien.curassier	20septembre2017	97	b	0	70	0.9	0.21	80	0	60	80	5	0	0	0.50	10.0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	7.70	11.40	3.50	0	sombre	lisse	0	0.82
b0	julien.curassier	20septembre2017	97	b	0	65	0.7	0.21	50	0	2	40	40	0	50	5.00	0.0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	Litlit	14.70	10.40	5.00	0	sombre	lisse	0	1.24
b0	julien.curassier	20septembre2017	97	b	0	65	0.7	0.21	50	0	2	40	40	0	50	5.00	0.0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.20	11.20	4.80	0	sombre	lisse	0	0.72
b0	julien.curassier	20septembre2017	97	b	0	65	0.7	0.21	50	0	2	40	40	0	50	5.00	0.0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.00	13.40	4.00	0	clair	lisse	1	1.12
b0	julien.curassier	20septembre2017	97	b	0	65	0.7	0.21	50	0	2	40	40	0	50	5.00	0.0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	Gibmon	7.70	9.60	3.00	0	sombre	lisse	0	0.56
b0	julien.curassier	20septembre2017	97	b	0	65	0.7	0.19	100	0	1	10	90	0	0	6.00	1.0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibmon	7.00	11.50	3.90	0	sombre	lisse	0	0.52
b0	julien.curassier	20septembre2017	97	b	0	65	0.7	0.19	100	0	1	10	90	0	0	6.00	1.0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.20	14.50	4.30	0	sombre	lisse	0	1.4
b0	julien.curassier	20septembre2017	97	b	0	65	0.7	0.19	100	0	1	10	90	0	0	6.00	1.0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	10.00	14.10	3.90	0	clair	lisse	0	1.38
b0	julien.curassier	20septembre2017	97	b	0	65	0.7	0.19	100	0	1	10	90	0	0	6.00	1.0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.30	13.00	4.60	1	sombre	lisse	0	1.14
b0	julien.curassier	20septembre2017	97	b	0	65	0.7	0.19	100	0	1	10	90	0	0	6.00	1.0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.20	11.20	3.40	0	sombre	lisse	0	0.72
b0	julien.curassier	20septembre2017	97	b	0	65	0.7	0.19	100	0	1	10	90	0	0	6.00	1.0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.70	11.70	4.00	0	sombre	lisse	0	1.02
b0	julien.curassier	20septembre2017	97	b	0	64	0.7	0.19	50	0	0	30	70	0	50	2.50	2.0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	4.40	8.40	3.10	0	sombre	lisse	0	0.24
b0	julien.curassier	20septembre2017	97	b	0	64	0.7	0.19	50	0	0	30	70	0	50	2.50	2.0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	7.40	11.90	4.60	0	sombre	lisse	0	0.52
b0	julien.curassier	20septembre2017	97	b	0	64	0.7	0.19	50	0	0	30	70	0	50	2.50	2.0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	8.50	11.80	4.50	0	sombre	lisse	0	0.9
b0	julien.curassier	20septembre2017	97	b	0	64	0.7	0.19	50	0	0	30	70	0	50	2.50	2.0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	8.50	13.20	4.00	0	sombre	lisse	0	1.12
b0	julien.curassier	20septembre2017	97	b	0	64	0.7	0.19	50	0	0	30	70	0	50	2.50	2.0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	9.20	11.20	4.40	0	sombre	lisse	0	0.88
b0	julien.curassier	20septembre2017	97	b	0	60	0.7	0.19	50	0	0	20	50	0	20	0.50	0.0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	Thalap	23.60	14.00	4.00	1	clair	rugueux	1	2.82
b0	julien.curassier	20septembre2017	97	b	0	60	0.7	0.19	50	0	0	20	50	0	20	0.50	0.0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	6.00	11.60	4.50	0	sombre	lisse	0	0.64
b0	julien.curassier	20septembre2017	97	b	0	60	0.7	0.19	50	0	0	20	50	0	20	0.50	0.0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	7.10	11.30	3.80	0	sombre	lisse	0	0.64
b0	julien.curassier	20septembre2017	97	b	0	60	0.7	0.19	50	0	0	20	50	0	20	0.50	0.0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	5.10	10.50	3.40	0	sombre	lisse	0	0.44
b0	julien.curassier	20septembre2017	97	b	0	60	0.7	0.19	50	0	0	20	50	0	20	0.50	0.0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	10.00	13.80	4.10	0	sombre	lisse	0	1.12
b0	julien.curassier	20septembre2017	97	b	0	60	0.7	0.19	50	0	0	20	50	0	20	0.50	0.0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	8.50	11.50	4.00	0	sombre	lisse	0	1.28
b0	julien.curassier	20septembre2017	97	b	0	60	0.7	0.19	100	0	10	90	60	0	20	1.00	0.3	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.80	12.20	4.50	0	sombre	lisse	0	0.7
b0	julien.curassier	20septembre2017	97	b	0	60	0.7	0.19	100	0	10	90	60	0	20	1.00	0.3	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.40	13.00	4.70	0	sombre	lisse	0	1.02
b0	julien.curassier	20septembre2017	97	b	0	60	0.7	0.19	100	0	10	90	60	0	20	1.00	0.3	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.80	12.30	3.30	0	sombre	lisse	1	0.9
b0	julien.curassier	20septembre2017	97	b	0	60	0.7	0.19	100	0	10	90	60	0	20	1.00	0.3	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	4.60	9.70	3.40	0	sombre	lisse	0	0.28
b0	julien.curassier	20septembre2017	97	b	0	60	0.7	0.19	100	0	10	90	60	0	20	1.00	0.3	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.20	13.20	4.00	0	sombre	lisse	0	1.06
b0	julien.curassier	20septembre2017	97	b	0	62	0.7	0.19	100	0	2	90	50	0	0	1.00	0.5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6.70	11.80	4.00	0	clair	lisse	0	0.68
b0	julien.curassier	20septembre2017	97	b	0	62	0.7	0.19	100	0	2	90	50	0	0	1.00	0.5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6.50	10.20	4.10	0	sombre	lisse	0	0.56
b0	julien.curassier	20septembre2017	97	b	0	62	0.7	0.19	100	0	2	90	50	0	0	1.00	0.5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.00	11.40	13.30	0	clair	lisse	0	0.64
b0	julien.curassier	20septembre2017	97	b	0	62	0.7	0.19	100	0	2	90	50	0	0	1.00	0.5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	4.70	10.10	3.20	0	sombre	lisse	0	0.34
b0	julien.curassier	20septembre2017	97	b	0	62	0.7	0.19	100	0	2	90	50	0	0	1.00	0.5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.60	11.00	3.80	0	sombre	lisse	0	0.46
b0	julien.curassier	20septembre2017	97	b	0	55	0.8	0.21	70	0	0	50	70	0	10	0.50	0.7	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	1	Nasret	14.10	12.70	2.70	0	clair	rugueux	0	0.46
b0	julien.curassier	20septembre2017	97	b	0	55	0.8	0.21	70	0	0	50	70	0	10	0.50	0.7	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	1	Litlit	11.50	15.00	5.90	0	sombre	lisse	1	2.76
b0	julien.curassier	20septembre2017	97	b	0	55	0.8	0.21	70	0	0	50	70	0	10	0.50	0.7	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	1	Litlit	6.00	13.40	5.50	0	sombre	rugueux	0	1.54
b0	julien.curassier	20septembre2017	97	b	0	55	0.8	0.21	70	0	0	50	70	0	10	0.50	0.7	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	1	Litlit	8.00	7.00	2.10	0	sombre	rugueux	0	0.35
b0	julien.curassier	20septembre2017	97	b	0	55	0.8	0.21	70	0	0	50	70	0	10	0.50	0.7	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	8.70	12.90	4.20	0	clair	lisse	0	0.7
b0	julien.curassier	20septembre2017	97	b	0	55	0.8	0.21	70	0	0	50	70	0	10	0.50	0.7	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	8.80	13.30	5.00	0	sombre	lisse	0	0.7
b0	julien.curassier	20septembre2017	97	b	0	55	0.8	0.21	70	0	0	50	70	0	10	0.50	0.7	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	8.90	13.50	4.00	1	sombre	lisse	1	1.16
b0	julien.curassier	20septembre2017	97	b	0	55	0.8	0.21	70	0	0	50	70	0	10	0.50	0.7	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	6.70	12.10	3.60	0	sombre	lisse	0	0.72
b0	julien.curassier	20septembre2017	97	b	0	55	0.8	0.21	70	0	0	50	70	0	10	0.50	0.7	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	7.20	12.20	4.00	0	sombre	lisse	0	0.76
b0	julien.curassier	20septembre2017	97	b	0	55	0.9	0.19	0	0	0	0	50	0	100	0.36	0.0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.00	13.70	4.50	0	sombre	lisse	0	1.14
b0	julien.curassier	20septembre2017	97	b	0	55	0.9	0.19	0	0	0	0	50	0	100	0.36	0.0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.40	13.70	4.20	0	sombre	lisse	0	1.1
b0	julien.curassier	20septembre2017	97	b	0	55	0.9	0.19	0	0	0	0	50	0	100	0.36	0.0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.30	12.10	4.00	0	clair	lisse	0	0.64
b0	julien.curassier	20septembre2017	97	b	0	55	0.9	0.19	0	0	0	0	50	0	100	0.36	0.0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.40	13.80	4.20	0	clair	lisse	0	1.1
b0	julien.curassier	20septembre2017	97	b	0	55	0.9	0.19	0	0	0	0	50	0	100	0.36	0.0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.10	13.80	4.10	0	clair	lisse	0	1.1
b0	julien.curassier	20septembre2017	97	b	0	56	1.0	0.21	100	0	80	70	80	0	0	0.08	0.6	0	0	40	0	2	0	0	0	0	0	0	1	0	0	0	0	Oceeri	32.50	18.20	5.00	0	sombre	rugueux	1	4.24
b0	julien.curassier	20septembre2017	97	b	0	56	1.0	0.21	100	0	80	70	80	0	0	0.08	0.6	0	0	40	0	2	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	6.80	11.80	4.20	0	sombre	lisse	0	0.7
b0	julien.curassier	20septembre2017	97	b	0	56	1.0	0.21	100	0	80	70	80	0	0	0.08	0.6	0	0	40	0	2	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	7.00	10.90	4.00	0	sombre	lisse	0	0.66
b0	julien.curassier	20septembre2017	97	b	0	56	1.0	0.21	100	0	80	70	80	0	0	0.08	0.6	0	0	40	0	2	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	9.00	12.00	4.00	0	clair	lisse	0	0.86
b0	julien.curassier	20septembre2017	97	b	0	56	1.0	0.21	100	0	80	70	80	0	0	0.08	0.6	0	0	40	0	2	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	8.00	12.20	3.80	0	sombre	lisse	1	0.96
b0	julien.curassier	20septembre2017	97	b	0	56	1.0	0.21	100	0	80	70	80	0	0	0.08	0.6	0	0	40	0	2	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	7.40	11.20	4.20	0	sombre	li
sse	0	0.78
b0	julien.curassier	20septembre2017	97	b	0	56	1.0	0.21	100	0	80	70	80	0	0	0.08	0.6	0	0	40	0	2	0	0	0	0	0	0	1	0	0	0	0	Litlit	19.40	14.30	5.50	0	sombre	lisse	1	2.7
b0	julien.curassier	20septembre2017	97	b	0	56	1.0	0.21	100	0	80	70	80	0	0	0.08	0.6	0	0	40	0	2	0	0	0	0	0	0	1	0	0	0	0	Litlit	19.40	14.20	6.50	0	sombre	lisse	1	2.52
b0	julien.curassier	20septembre2017	97	b	0	56	1.0	0.21	100	0	80	70	80	0	0	0.08	0.6	0	0	40	0	2	0	0	0	0	0	0	1	0	0	0	0	Nasret	14.00	8.50	2.20	0	sombre	rugueux	1	0.64
b0	julien.curassier	20septembre2017	97	b	0	50	0.7	0.21	70	0	0	10	100	0	50	35.00	0.5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.00	11.60	4.30	1	sombre	lisse	0	0.64
b0	julien.curassier	20septembre2017	97	b	0	50	0.7	0.21	70	0	0	10	100	0	50	35.00	0.5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.60	14.90	3.80	1	sombre	lisse	0	1.6
b0	julien.curassier	20septembre2017	97	b	0	50	0.7	0.21	70	0	0	10	100	0	50	35.00	0.5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.00	13.80	4.40	1	sombre	lisse	0	1.26
b0	julien.curassier	20septembre2017	97	b	0	50	0.7	0.21	70	0	0	10	100	0	50	35.00	0.5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.10	14.00	4.60	0	sombre	lisse	0	1.04
b0	julien.curassier	20septembre2017	97	b	0	50	0.7	0.21	70	0	0	10	100	0	50	35.00	0.5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	12.60	13.00	4.20	1	sombre	lisse	0	1.44
b0	julien.curassier	20septembre2017	97	b	0	50	0.7	0.19	50	0	0	10	100	0	50	0.30	0.0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	3.90	8.60	2.60	0	sombre	lisse	0	0.19
b0	julien.curassier	20septembre2017	97	b	0	50	0.7	0.19	50	0	0	10	100	0	50	0.30	0.0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.30	12.10	3.60	0	sombre	lisse	1	0.7
b0	julien.curassier	20septembre2017	97	b	0	50	0.7	0.19	50	0	0	10	100	0	50	0.30	0.0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6.60	12.50	3.70	0	sombre	lisse	0	0.72
b0	julien.curassier	20septembre2017	97	b	0	50	0.7	0.19	50	0	0	10	100	0	50	0.30	0.0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.50	10.70	4.10	0	sombre	lisse	0	0.68
b0	julien.curassier	20septembre2017	97	b	0	50	0.7	0.19	50	0	0	10	100	0	50	0.30	0.0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.10	12.10	4.20	0	sombre	lisse	0	0.72
b0	julien.curassier	20septembre2017	97	b	0	52	0.8	0.21	60	0	0	80	70	0	30	0.30	2.0	0	1	14	0	2	0	0	0	0	0	0	0	0	0	0	2	Thalap	20.20	12.00	3.20	0	clair	rugueux	1	1.78
b0	julien.curassier	20septembre2017	97	b	0	52	0.8	0.21	60	0	0	80	70	0	30	0.30	2.0	0	1	14	0	2	0	0	0	0	0	0	0	0	0	0	2	Thalap	20.60	12.00	2.60	0	clair	rugueux	1	1.96
b0	julien.curassier	20septembre2017	97	b	0	52	0.8	0.21	60	0	0	80	70	0	30	0.30	2.0	0	1	14	0	2	0	0	0	0	0	0	0	0	0	0	2	Gibsp.	9.40	10.40	3.50	0	clair	lisse	0	0.56
b0	julien.curassier	20septembre2017	97	b	0	52	0.8	0.21	60	0	0	80	70	0	30	0.30	2.0	0	1	14	0	2	0	0	0	0	0	0	0	0	0	0	2	Gibsp.	7.30	11.20	3.60	1	clair	lisse	0	0.54
b0	julien.curassier	20septembre2017	97	b	0	52	0.8	0.21	60	0	0	80	70	0	30	0.30	2.0	0	1	14	0	2	0	0	0	0	0	0	0	0	0	0	2	Gibsp.	7.60	12.50	4.00	1	sombre	lisse	0	0.88
b0	julien.curassier	20septembre2017	97	b	0	52	0.8	0.21	60	0	0	80	70	0	30	0.30	2.0	0	1	14	0	2	0	0	0	0	0	0	0	0	0	0	2	Gibsp.	7.90	15.10	5.00	0	sombre	lisse	1	0.96
b0	julien.curassier	20septembre2017	97	b	0	52	0.8	0.21	60	0	0	80	70	0	30	0.30	2.0	0	1	14	0	2	0	0	0	0	0	0	0	0	0	0	2	Gibsp.	6.00	11.20	3.40	0	sombre	lisse	0	0.6
b0	julien.curassier	20septembre2017	97	b	0	52	0.8	0.21	60	0	0	80	70	0	30	0.30	2.0	0	1	14	0	2	0	0	0	0	0	0	0	0	0	0	2	Litlit	11.90	13.30	3.40	0	sombre	lisse	0	0.66
b0	julien.curassier	20septembre2017	97	b	0	52	0.8	0.21	60	0	0	80	70	0	30	0.30	2.0	0	1	14	0	2	0	0	0	0	0	0	0	0	0	0	2	Litlit	6.00	4.40	2.20	0	sombre	lisse	0	0.09
b0	julien.curassier	20septembre2017	97	b	0	44	0.6	0.19	70	0	0	30	100	0	0	9.00	1.5	0	1	0	13	0	0	0	0	0	0	0	0	1	0	0	0	Oceeri	29.40	15.90	4.20	0	clair	rugueux	1	3.02
b0	julien.curassier	20septembre2017	97	b	0	44	0.6	0.19	70	0	0	30	100	0	0	9.00	1.5	1	2	1	14	0	0	0	1	0	0	0	0	1	0	0	0	Gibsp.	8.90	13.50	4.00	0	sombre	lisse	0	1.32
b0	julien.curassier	20septembre2017	97	b	0	44	0.6	0.19	70	0	0	30	100	0	0	9.00	1.5	2	3	2	15	0	0	0	2	0	0	0	0	1	0	0	0	Gibsp.	7.90	11.00	3.80	0	clair	lisse	0	0.54
b0	julien.curassier	20septembre2017	97	b	0	44	0.6	0.19	70	0	0	30	100	0	0	9.00	1.5	3	4	3	16	0	0	0	3	0	0	0	0	1	0	0	0	Gibsp.	8.50	13.20	4.00	0	sombre	lisse	1	0.92
b0	julien.curassier	20septembre2017	97	b	0	44	0.6	0.19	70	0	0	30	100	0	0	9.00	1.5	4	5	4	17	0	0	0	4	0	0	0	0	1	0	0	0	Gibsp.	7.70	12.50	5.90	0	sombre	lisse	0	0.86
b0	julien.curassier	20septembre2017	97	b	0	44	0.6	0.19	70	0	0	30	100	0	0	9.00	1.5	5	6	5	18	0	0	0	5	0	0	0	0	1	0	0	0	Gibsp.	9.20	14.00	4.50	0	clair	lisse	0	1.22
